,Primary_Offence,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_Hour,Report_Month,Report_DayOfWeek,Division,City,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Report_Lag
12157,THEFT,October,Thursday,14,October,Thursday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,OT,9,BLK,800.0,0,0
12158,THEFT,October,Saturday,17,October,Wednesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CA,UNKNOWN,MT,21,BLK,1100.0,0,4
12159,THEFT,November,Tuesday,21,November,Wednesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,KNOWN,MT,21,Unknown Colour,200.0,0,1
12160,THEFT,November,Wednesday,17,November,Friday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,CC,KNOWN,MT,15,RED,0.0,0,2
12161,THEFT,November,Thursday,16,November,Thursday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,MT,21,BLK,0.0,0,0
12162,THEFT,April,Saturday,16,April,Saturday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,RG,21,BLU,869.0,0,0
12163,THEFT,December,Monday,13,May,Tuesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,FJ,UNKNOWN,RG,1,BLK,800.0,0,155
12164,THEFT,December,Monday,13,May,Tuesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,RG,1,BLK,500.0,0,155
12165,THEFT,May,Wednesday,15,May,Wednesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FUJI,KNOWN,RG,1,GRN,735.0,0,0
12166,THEFT,May,Saturday,15,May,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,OT,0,GRN,800.0,0,2
12167,THEFT,May,Saturday,15,May,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,OT,0,BLK,1000.0,0,2
12168,THEFT,May,Tuesday,0,May,Monday,52,1,Waterfront Communities-The Island (77),Unknown,Other,OT,UNKNOWN,OT,1,ONG,200.0,0,6
12169,THEFT,June,Thursday,15,June,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,KNOWN,OT,24,BLK,0.0,0,0
12170,THEFT,August,Sunday,13,August,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,KNOWN,MT,7,Other,552.0,0,0
12171,THEFT,August,Tuesday,9,August,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,KNOWN,OT,1,BLK,600.0,0,0
12172,THEFT,August,Saturday,15,August,Monday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,TR,KNOWN,MT,7,RED,620.0,0,9
12173,THEFT,August,Wednesday,19,August,Thursday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,TR,KNOWN,RC,21,PLE,850.0,0,1
12174,THEFT,October,Tuesday,18,October,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RG,28,BLK,999.0,0,1
12175,THEFT,October,Monday,10,October,Thursday,52,1,Waterfront Communities-The Island (77),Unknown,Other,CC,UNKNOWN,MT,18,BLK,200.0,0,3
12176,THEFT,January,Tuesday,9,January,Thursday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,OT,21,BLK,850.0,0,2
12177,THEFT,January,Wednesday,9,January,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RA,KNOWN,RG,7,SIL,650.0,0,1
12178,THEFT,March,Tuesday,21,March,Tuesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,UNKNOWN,MT,21,GRY,400.0,0,0
12179,THEFT,March,Tuesday,1,March,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,HF,KNOWN,RG,7,DBL,300.0,0,29
12180,THEFT,April,Saturday,12,April,Saturday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,OT,30,BLK,1000.0,0,0
12181,THEFT,April,Saturday,8,May,Monday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,KNOWN,OT,21,GRY,550.0,0,2
12182,THEFT,May,Wednesday,19,May,Thursday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,KNOWN,TO,24,Other,300.0,0,1
12183,THEFT,May,Thursday,20,May,Thursday,52,1,Waterfront Communities-The Island (77),Public Transit Hub,Other,OT,UNKNOWN,MT,10,WHI,500.0,0,0
12184,THEFT,May,Friday,15,May,Friday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,KNOWN,RG,7,GRY,339.0,0,0
12185,THEFT,June,Thursday,17,June,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,KNOWN,OT,21,WHI,500.0,0,0
12186,THEFT,June,Wednesday,3,June,Friday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,MT,7,BLK,300.0,0,2
12187,THEFT,July,Friday,6,July,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,UK,UNKNOWN,MT,21,RED,200.0,0,5
12188,THEFT,July,Saturday,17,July,Tuesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,NO,KNOWN,RC,10,BLK,1800.0,0,3
12189,THEFT,July,Tuesday,19,July,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,KNOWN,OT,15,BLK,950.0,0,0
12190,THEFT,July,Tuesday,19,July,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,KNOWN,OT,15,BLK,1000.0,0,0
12191,THEFT,July,Thursday,20,July,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,PE,KNOWN,RC,30,RED,379.0,0,6
12192,THEFT,August,Saturday,0,August,Saturday,52,1,Waterfront Communities-The Island (77),Unknown,Other,OT,KNOWN,RG,1,BLK,600.0,0,0
12193,THEFT,August,Monday,11,August,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,UK,KNOWN,RG,1,BLK,650.0,0,6
12194,THEFT,September,Tuesday,19,September,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,KNOWN,OT,24,PLE,400.0,0,0
12195,THEFT,September,Monday,13,September,Monday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,NO,KNOWN,RG,1,BLK,635.0,0,0
12196,THEFT,September,Saturday,22,September,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,RG,0,BLU,500.0,0,3
12197,THEFT,September,Friday,7,September,Sunday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,UNKNOWN,RG,18,BLU,500.0,0,2
12198,THEFT,September,Tuesday,16,September,Monday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,UNKNOWN,MT,21,WHI,1200.0,0,6
12199,THEFT,October,Sunday,0,October,Sunday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,UNKNOWN,RC,14,SIL,900.0,0,0
12200,THEFT,September,Friday,12,October,Tuesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,OT,18,Other,950.0,0,11
12201,THEFT,October,Saturday,22,November,Tuesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GT,KNOWN,MT,21,BLK,500.0,0,3
12202,THEFT,November,Monday,8,November,Monday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,UNKNOWN,MT,21,SIL,0.0,0,0
12203,B&E,December,Sunday,4,December,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,DEVINCI,KNOWN,OT,0,WHI,1600.0,0,0
12204,B&E,December,Sunday,4,December,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,KNOWN,OT,0,WHI,1699.0,0,0
12205,THEFT,June,Monday,0,June,Tuesday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,7,RED,550.0,0,1
12206,THEFT,June,Tuesday,23,June,Wednesday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,TR,UNKNOWN,MT,21,BLK,900.0,0,1
12207,THEFT,September,Tuesday,15,September,Tuesday,52,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,NORCO,KNOWN,RG,27,Other,950.0,1,0
12208,THEFT,May,Friday,16,May,Friday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,TR,KNOWN,MT,21,BLU,200.0,0,0
12209,THEFT,August,Monday,15,August,Tuesday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,RG,20,BLK,850.0,0,1
12210,THEFT,June,Tuesday,12,June,Tuesday,51,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,TR,KNOWN,OT,20,BLK,1600.0,0,0
12211,THEFT,August,Tuesday,22,August,Thursday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RG,3,WHI,500.0,0,2
12212,THEFT,June,Friday,14,June,Friday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FUJI,UNKNOWN,OT,8,BLU,700.0,0,0
12213,THEFT,July,Monday,8,July,Monday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,UK,KNOWN,RG,18,BLU,500.0,0,0
12214,THEFT,August,Wednesday,9,August,Wednesday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CANNONDALE,KNOWN,MT,27,Other,500.0,0,0
12215,THEFT,June,Friday,14,June,Friday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FUJI,UNKNOWN,OT,8,Other,700.0,0,0
12216,B&E,August,Thursday,17,August,Sunday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,DB,KNOWN,OT,21,WHI,650.0,0,10
12217,THEFT,August,Friday,16,August,Saturday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,OT,KNOWN,RC,1,BLK,700.0,0,1
12218,THEFT,June,Sunday,13,June,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GT,KNOWN,MT,27,WHI,250.0,0,0
12219,THEFT,October,Saturday,10,October,Saturday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,OT,0,Unknown Colour,950.0,0,0
12220,THEFT,August,Saturday,21,August,Sunday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,RG,7,DBL,575.0,0,1
12221,THEFT,June,Thursday,16,June,Monday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,MT,24,WHI,800.0,0,4
12222,THEFT,May,Thursday,21,May,Sunday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,MT,25,BLK,600.0,0,3
12223,THEFT,August,Sunday,20,August,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,KO,KNOWN,MT,21,BLK,791.0,0,8
12224,B&E,July,Wednesday,13,July,Thursday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,8,BLK,800.0,0,1
12225,THEFT,June,Sunday,0,July,Tuesday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,KNOWN,MT,20,BLK,362.0,0,30
12226,THEFT,July,Tuesday,12,July,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,KNOWN,RG,24,BLK,597.0,0,2
12227,THEFT,July,Tuesday,20,July,Thursday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,CA,KNOWN,RG,9,BLU,820.0,0,2
12228,THEFT,July,Sunday,18,July,Friday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,KNOWN,OT,21,WHI,800.0,0,5
12229,THEFT,July,Thursday,14,July,Friday,52,1,Waterfront Communities-The Island (77),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,KNOWN,TO,21,Other,1100.0,0,1
12230,THEFT,July,Sunday,15,July,Monday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RG,10,BLK,500.0,0,1
12231,THEFT,July,Sunday,16,July,Monday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RC,27,SIL,600.0,0,1
12232,THEFT,July,Wednesday,22,July,Thursday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RA,KNOWN,RG,10,LBL,0.0,0,1
12233,THEFT,July,Sunday,17,August,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,NO,KNOWN,RC,1,BLK,550.0,0,17
12234,THEFT,August,Thursday,21,August,Friday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,UNKNOWN,MT,6,Unknown Colour,200.0,0,1
12235,THEFT,August,Tuesday,9,August,Saturday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,HF,UNKNOWN,MT,18,WHI,100.0,0,4
12236,THEFT,August,Tuesday,9,August,Saturday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,MT,27,ONG,1000.0,0,4
12237,THEFT,August,Tuesday,21,August,Wednesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,RC,27,WHI,1400.0,0,1
12238,THEFT,August,Saturday,19,August,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,PE,UNKNOWN,RG,1,GRY,500.0,0,1
12239,THEFT,August,Friday,22,August,Monday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,OT,9,Unknown Colour,1000.0,0,3
12240,THEFT,August,Tuesday,18,August,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,SC,KNOWN,MT,7,WHI,300.0,0,1
12241,THEFT,August,Saturday,22,August,Sunday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,MA,UNKNOWN,MT,21,BLK,600.0,0,1
12242,THEFT,August,Monday,20,August,Sunday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,UNKNOWN,MT,8,BLK,1500.0,0,13
12243,THEFT,September,Friday,15,September,Friday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,27,BLU,1200.0,0,0
12244,THEFT,September,Saturday,11,September,Saturday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,KNOWN,RC,18,GRY,1100.0,0,0
12245,THEFT,September,Monday,10,September,Monday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,MT,12,RED,500.0,0,0
12246,THEFT,September,Thursday,20,September,Saturday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,KNOWN,RC,21,WHI,0.0,0,2
12247,THEFT,September,Thursday,6,September,Monday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,KH,KNOWN,RG,1,BLU,750.0,0,4
12248,THEFT,September,Friday,13,September,Tuesday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,UNKNOWN,RG,8,Other,750.0,0,4
12249,THEFT,September,Tuesday,9,September,Tuesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,KNOWN,RC,1,BLK,425.0,0,0
12250,THEFT,September,Thursday,14,September,Thursday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,OT,11,BLU,1500.0,0,0
12251,THEFT,September,Friday,8,September,Friday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GT,UNKNOWN,MT,21,BLK,0.0,0,0
12252,THEFT,September,Saturday,15,September,Sunday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GF,KNOWN,MT,24,Unknown Colour,800.0,0,1
12253,THEFT,September,Sunday,20,September,Monday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,UNKNOWN,RG,1,BLU,200.0,0,1
12254,THEFT,September,Sunday,20,September,Monday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,OT,1,BLU,500.0,0,1
12255,THEFT,September,Saturday,16,September,Wednesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,KONA,UNKNOWN,RC,21,Unknown Colour,1000.0,0,4
12256,THEFT,September,Wednesday,13,September,Saturday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,NO,KNOWN,RG,21,BLK,550.0,0,3
12257,THEFT,October,Monday,8,October,Monday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,RC,10,BLU,950.0,0,0
12258,THEFT,October,Monday,18,October,Tuesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,MT,28,BLU,1000.0,0,1
12259,THEFT,October,Friday,17,October,Monday,52,1,Waterfront Communities-The Island (77),Public Transit Hub,Transit,OT,UNKNOWN,MT,21,BLK,350.0,0,3
12260,THEFT,October,Wednesday,7,October,Wednesday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,UNKNOWN,TO,0,WHI,700.0,0,0
12261,THEFT,October,Thursday,18,October,Thursday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,RG,8,BLU,1000.0,0,14
12262,PROPERTY,October,Wednesday,22,October,Sunday,52,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,Other,UNKNOWN,SC,1,BLK,1200.0,0,4
12263,PROPERTY,October,Wednesday,22,October,Sunday,52,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,Other,UNKNOWN,SC,1,BLK,1200.0,0,4
12264,THEFT,October,Friday,0,October,Friday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,TO,1,Other,400.0,0,0
12265,THEFT,October,Thursday,9,October,Saturday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,SC,UNKNOWN,MT,24,SIL,700.0,0,2
12266,THEFT,October,Friday,19,October,Sunday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,32,WHI,600.0,0,2
12267,THEFT,October,Monday,9,October,Tuesday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,KNOWN,OT,10,WHI,800.0,0,1
12268,THEFT,October,Tuesday,0,October,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,UNKNOWN,EL,1,Other,1300.0,0,0
12269,B&E,October,Thursday,15,October,Wednesday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,8,RED,875.0,0,27
12270,B&E,October,Tuesday,18,October,Thursday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RG,28,BLK,650.0,0,2
12271,B&E,November,Wednesday,12,November,Wednesday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GIANT,KNOWN,OT,22,Other,950.0,0,0
12272,B&E,November,Wednesday,12,November,Wednesday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GIANT,KNOWN,OT,22,Other,950.0,0,0
12273,THEFT,October,Friday,0,November,Friday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,RC,35,SIL,759.0,0,7
12274,THEFT,November,Friday,0,November,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,KNOWN,OT,0,BLK,1000.0,0,6
12275,THEFT,November,Monday,15,November,Wednesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,KNOWN,OT,21,Other,800.0,0,2
12276,THEFT,November,Wednesday,19,November,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,21,Other,1000.0,0,0
