,Primary_Offence,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_Hour,Report_Month,Report_DayOfWeek,Division,City,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Report_Lag
2249,THEFT,August,Tuesday,11,August,Tuesday,32,1,Newtonbrook West (36),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RALEIGH,KNOWN,MT,12,GRY,950.0,0,0
2250,THEFT,August,Saturday,3,August,Wednesday,32,1,Newtonbrook West (36),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,KNOWN,OT,21,Other,550.0,0,4
2251,THEFT,September,Friday,8,September,Thursday,32,1,Newtonbrook West (36),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,MT,7,Unknown Colour,500.0,0,6
2252,THEFT,September,Sunday,12,September,Monday,32,1,Newtonbrook West (36),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,MT,24,BLK,339.0,0,8
2253,THEFT,October,Friday,23,October,Saturday,32,1,Newtonbrook West (36),"Open Areas (Lakes, Parks, Rivers)",Outside,Other,KNOWN,MT,10,Other,950.0,0,1
2254,THEFT,December,Friday,12,January,Monday,32,1,Newtonbrook West (36),"Apartment (Rooming House, Condo)",Apartment,RM,KNOWN,MT,20,Unknown Colour,800.0,0,38
2255,THEFT,May,Tuesday,9,May,Friday,32,1,Newtonbrook West (36),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,RG,10,BLK,1000.0,0,3
2256,THEFT,June,Wednesday,8,June,Thursday,32,1,Newtonbrook West (36),Public Transit Hub,Transit,SC,KNOWN,FO,7,Other,500.0,0,1
2257,THEFT,July,Wednesday,19,July,Wednesday,32,1,Newtonbrook West (36),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN,KNOWN,OT,1,Unknown Colour,120.0,0,0
2258,THEFT,June,Friday,1,June,Saturday,32,1,Newtonbrook West (36),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,KNOWN,MT,18,ONG,0.0,0,1
2259,THEFT,September,Friday,9,September,Friday,32,1,Newtonbrook West (36),Non-Commerical/Public Areas,Educational,UNKNOWN,KNOWN,MT,24,BLK,710.0,0,0
2260,THEFT,May,Saturday,20,May,Tuesday,32,1,Newtonbrook West (36),Commericial / Corporate Areas,Commercial,KO,KNOWN,OT,18,ONG,1200.0,0,10
2261,THEFT,July,Friday,20,August,Wednesday,32,1,Newtonbrook West (36),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,KNOWN,MT,21,Other,500.0,0,5
2262,THEFT,September,Friday,9,September,Monday,32,1,Newtonbrook West (36),Public Transit Hub,Other,RA,KNOWN,RG,21,BLU,110.0,0,3
2263,THEFT,November,Tuesday,16,November,Monday,32,1,Newtonbrook West (36),"Apartment (Rooming House, Condo)",Apartment,GI,UNKNOWN,TO,9,Unknown Colour,600.0,0,6
2264,THEFT,May,Friday,11,May,Sunday,32,1,Newtonbrook West (36),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,OT,6,Other,950.0,0,2
2265,B&E,May,Monday,10,May,Monday,32,1,Newtonbrook West (36),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,MT,0,RED,20.0,0,0
2266,THEFT,July,Tuesday,11,July,Wednesday,32,1,Newtonbrook West (36),"Private Property Structure (Pool, Shed, Detached Garage)",Other,RA,KNOWN,RG,21,GRN,350.0,0,8
2267,THEFT,June,Thursday,21,February,Thursday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,UNKNOWN,MT,30,Unknown Colour,550.0,0,259
2268,THEFT,April,Wednesday,17,April,Wednesday,32,1,Willowdale West (37),Non-Commerical/Public Areas,Educational,OT,UNKNOWN,MT,5,WHI,150.0,0,0
2269,THEFT,April,Thursday,10,May,Saturday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,MT,15,ONG,904.0,0,16
2270,THEFT,May,Sunday,10,June,Monday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,KHS,UNKNOWN,MT,24,Other,1000.0,0,15
2271,THEFT,July,Thursday,20,July,Friday,32,1,Willowdale West (37),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,UNKNOWN,RG,6,BLU,200.0,1,1
2272,THEFT,July,Friday,18,July,Saturday,32,1,Willowdale West (37),"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,UNKNOWN,OT,10,PLE,15.0,0,1
2273,THEFT,July,Saturday,8,August,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,SC,UNKNOWN,RG,1,YEL,180.0,0,30
2274,THEFT,July,Saturday,8,August,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,KH,KNOWN,RG,1,YEL,160.0,0,30
2275,THEFT,October,Friday,17,October,Tuesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,21,BLK,800.0,0,4
2276,THEFT,September,Saturday,22,October,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,SC,KNOWN,RG,21,RED,404.0,0,51
2277,THEFT,May,Wednesday,20,May,Wednesday,32,1,Willowdale West (37),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,UNKNOWN,MT,10,BLK,200.0,0,0
2278,THEFT,July,Monday,18,July,Monday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RA,KNOWN,MT,10,SIL,350.0,0,0
2279,THEFT,May,Thursday,23,June,Tuesday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SU,UNKNOWN,RG,21,BLU,140.0,0,12
2280,THEFT,August,Wednesday,19,August,Wednesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,FO,7,BLK,240.0,0,14
2281,THEFT,June,Tuesday,4,June,Tuesday,32,1,Willowdale West (37),"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,UNKNOWN,MT,21,DBL,500.0,0,0
2282,THEFT,August,Monday,10,August,Tuesday,32,1,Willowdale West (37),Public Transit Hub,Other,OT,KNOWN,MT,21,BLK,485.0,0,1
2283,THEFT,November,Thursday,22,November,Thursday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,56,DBL,1199.0,0,14
2284,THEFT,August,Friday,3,August,Friday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,UNKNOWN,RG,21,BLK,1000.0,0,0
2285,THEFT,December,Monday,17,December,Sunday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,18,Other,100.0,0,6
2286,THEFT,April,Sunday,18,April,Tuesday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,KNOWN,RG,70,BLU,325.0,0,2
2287,THEFT,April,Sunday,18,April,Tuesday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CC,KNOWN,RG,71,RED,494.0,0,2
2288,THEFT,June,Monday,14,June,Monday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN,UNKNOWN,MT,18,BLK,250.0,0,0
2289,THEFT,June,Friday,17,June,Thursday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,GI,UNKNOWN,OT,16,BLK,790.0,0,6
2290,ROBBERY,August,Monday,1,August,Tuesday,32,1,Willowdale West (37),Bar / Restaurant,Commercial,Other,UNKNOWN,RG,0,BLK,950.0,0,1
2291,THEFT,August,Wednesday,20,September,Wednesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,MT,21,GRY,800.0,0,7
2292,THEFT,September,Saturday,19,September,Tuesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,GT,UNKNOWN,MT,18,BLU,599.0,0,3
2293,THEFT,July,Wednesday,18,July,Saturday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,KNOWN,MT,18,BLU,400.0,0,3
2294,THEFT,September,Friday,20,October,Wednesday,32,1,Willowdale West (37),"Open Areas (Lakes, Parks, Rivers)",Outside,Other,KNOWN,MT,8,BLU,600.0,0,12
2295,THEFT,June,Tuesday,8,June,Tuesday,32,1,Willowdale West (37),Non-Commerical/Public Areas,Educational,GT,KNOWN,MT,24,BLU,500.0,0,0
2296,THEFT,July,Tuesday,15,July,Tuesday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,KNOWN,RG,8,Other,800.0,0,0
2297,THEFT,August,Tuesday,16,August,Tuesday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,KNOWN,RG,5,BLK,900.0,0,0
2298,THEFT,August,Friday,8,August,Thursday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CC,KNOWN,TO,10,GRN,0.0,0,6
2299,THEFT,September,Thursday,10,September,Thursday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,RG,18,Other,100.0,0,0
2300,THEFT,January,Monday,1,January,Friday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,UNKNOWN,RC,9,GRY,1300.0,0,4
2301,THEFT,January,Monday,1,January,Friday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,UNKNOWN,RC,11,BLK,1700.0,0,4
2302,THEFT,April,Saturday,13,April,Saturday,32,1,Willowdale West (37),Commericial / Corporate Areas,Commercial,Other,UNKNOWN,RG,24,Unknown Colour,650.0,0,0
2303,THEFT,April,Saturday,11,April,Saturday,32,1,Willowdale West (37),Public Transit Hub,Other,GI,KNOWN,MT,24,WHI,1500.0,0,0
2304,THEFT,May,Thursday,9,May,Friday,32,1,Willowdale West (37),Public Transit Hub,Other,TR,KNOWN,MT,24,BLK,675.0,0,1
2305,THEFT,May,Friday,13,May,Friday,32,1,Willowdale West (37),Commericial / Corporate Areas,Commercial,Other,UNKNOWN,MT,0,Unknown Colour,500.0,0,0
2306,THEFT,May,Saturday,18,May,Wednesday,32,1,Willowdale West (37),"Private Property Structure (Pool, Shed, Detached Garage)",Other,CANNONDALE,KNOWN,MT,21,Other,1000.0,0,4
2307,THEFT,June,Friday,10,June,Friday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,BM,6,BLK,250.0,0,0
2308,THEFT,June,Friday,7,June,Tuesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,MT,24,BLK,799.0,0,4
2309,THEFT,June,Thursday,15,June,Thursday,32,1,Willowdale West (37),Public Transit Hub,Other,UNKNOWN,KNOWN,MT,21,GRY,1004.0,0,0
2310,THEFT,June,Tuesday,15,June,Tuesday,32,1,Willowdale West (37),Non-Commerical/Public Areas,Educational,OT,UNKNOWN,OT,1,Unknown Colour,250.0,0,0
2311,B&E,July,Sunday,17,July,Tuesday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,OT,21,BLU,150.0,0,2
2312,THEFT,July,Sunday,3,July,Sunday,32,1,Willowdale West (37),"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,KNOWN,MT,21,SIL,300.0,0,0
2313,THEFT,August,Wednesday,15,August,Wednesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,10,PLE,1000.0,0,7
2314,THEFT,August,Wednesday,15,August,Wednesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,10,BLK,1000.0,0,7
2315,THEFT,August,Sunday,10,August,Sunday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,MT,21,WHI,500.0,0,0
2316,THEFT,August,Monday,19,August,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,OT,20,BLK,800.0,0,7
2317,THEFT,August,Saturday,19,August,Thursday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORCO,KNOWN,OT,18,BLK,420.0,0,5
2318,THEFT,September,Saturday,1,September,Saturday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,30,ONG,1200.0,0,0
2319,THEFT,September,Saturday,1,September,Saturday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,30,YEL,1200.0,0,0
2320,THEFT,September,Tuesday,8,September,Tuesday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RM,KNOWN,RG,10,SIL,0.0,0,0
2321,THEFT,September,Tuesday,10,September,Tuesday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,OT,24,BLK,1000.0,0,0
2322,THEFT,September,Tuesday,14,September,Tuesday,32,1,Willowdale West (37),Public Transit Hub,Other,CA,UNKNOWN,OT,24,GRY,600.0,0,0
2323,THEFT,October,Saturday,16,October,Saturday,32,1,Willowdale West (37),Public Transit Hub,Other,TR,KNOWN,RG,9,SIL,1000.0,0,0
2324,THEFT,November,Tuesday,6,November,Wednesday,32,1,Willowdale West (37),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,UNKNOWN,RG,7,ONG,300.0,0,1
2325,THEFT,September,Thursday,17,September,Thursday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,KNOWN,RG,21,Other,400.0,0,0
2326,THEFT,December,Saturday,4,December,Friday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,MT,1,GRY,250.0,0,13
2327,THEFT,December,Saturday,4,December,Friday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,GT,UNKNOWN,MT,24,ONG,450.0,0,13
2328,THEFT,June,Wednesday,9,June,Tuesday,32,1,Willowdale West (37),"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,KNOWN,RC,10,SIL,1075.0,0,6
2329,THEFT,August,Wednesday,14,August,Thursday,32,1,Willowdale West (37),Commericial / Corporate Areas,Commercial,OT,KNOWN,OT,24,BLK,650.0,0,1
2330,THEFT,August,Monday,15,August,Tuesday,32,1,Willowdale West (37),Commericial / Corporate Areas,Commercial,GI,UNKNOWN,RG,18,BLU,400.0,0,1
2331,THEFT,April,Wednesday,17,April,Wednesday,32,1,Willowdale West (37),Non-Commerical/Public Areas,Other,SC,UNKNOWN,MT,24,Unknown Colour,500.0,0,0
2332,THEFT,March,Monday,19,May,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,MT,21,YEL,500.0,0,49
2333,THEFT,July,Sunday,20,July,Monday,32,1,Willowdale West (37),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,KNOWN,RG,24,BLU,600.0,0,1
2334,THEFT,August,Wednesday,19,August,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,GT,KNOWN,MT,21,BLK,450.0,0,12
2335,THEFT,September,Monday,19,September,Wednesday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,99,BLK,500.0,0,2
2336,THEFT,August,Monday,10,August,Tuesday,32,1,Willowdale West (37),Public Transit Hub,Other,OT,KNOWN,MT,21,BLK,485.0,0,1
2337,THEFT,October,Saturday,1,October,Monday,32,1,Willowdale West (37),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,OT,10,GRY,1849.0,0,9
2338,THEFT,June,Tuesday,20,June,Tuesday,32,1,Englemount-Lawrence (32),Public Transit Hub,Transit,UK,KNOWN,MT,6,BLK,126.0,0,0
2339,THEFT,June,Monday,18,June,Tuesday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,UNKNOWN,SC,1,Unknown Colour,100.0,0,1
2340,THEFT,March,Tuesday,10,April,Sunday,32,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,ZZZ,UNKNOWN,MT,0,Other,500.0,0,12
2341,THEFT,March,Tuesday,10,April,Sunday,32,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,ZZZ,UNKNOWN,RG,0,Other,230.0,0,12
2342,THEFT,March,Tuesday,10,April,Sunday,32,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,ZZZ,UNKNOWN,RG,0,RED,90.0,0,12
2343,B&E,August,Saturday,4,August,Saturday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,0,YEL,300.0,0,0
2344,B&E,August,Saturday,4,August,Saturday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,GIANT,KNOWN,OT,10,GRY,1699.0,0,0
2345,THEFT,February,Sunday,12,February,Wednesday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CANNONDALE,UNKNOWN,MT,21,Other,1800.0,0,3
2346,B&E,August,Saturday,4,August,Saturday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,GIANT,KNOWN,MT,10,BLU,1099.0,0,0
2347,B&E,August,Saturday,4,August,Sunday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,CANNONDALE,KNOWN,MT,0,BLK,900.0,0,1
2348,B&E,August,Saturday,4,August,Sunday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,CANNONDALE,UNKNOWN,MT,0,BLK,550.0,0,1
2349,B&E,August,Saturday,4,August,Monday,13,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,GIANT,KNOWN,MT,0,BLU,1318.0,0,2
2350,THEFT,August,Tuesday,12,August,Friday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,MT,18,BLU,1500.0,0,3
2351,THEFT,August,Tuesday,23,August,Wednesday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,KNOWN,RG,18,Other,1100.0,0,1
2352,THEFT,September,Monday,15,September,Tuesday,13,1,Englemount-Lawrence (32),"Open Areas (Lakes, Parks, Rivers)",Outside,GI,KNOWN,OT,21,ONG,600.0,0,1
2353,PROPERTY,January,Sunday,21,January,Monday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,SC,0,RED,0.0,0,1
2354,THEFT,July,Thursday,13,July,Sunday,32,1,Englemount-Lawrence (32),Public Transit Hub,Other,Other,KNOWN,MT,21,RED,290.0,0,3
2355,THEFT,July,Monday,12,July,Monday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,15,Other,100.0,0,0
2356,THEFT,August,Friday,23,August,Saturday,13,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,UNKNOWN,MT,15,LBL,200.0,0,1
2357,THEFT,November,Tuesday,17,November,Wednesday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,EL,1,Unknown Colour,700.0,0,1
2358,B&E,February,Wednesday,4,February,Thursday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,UNKNOWN,MT,21,Unknown Colour,950.0,0,1
2359,THEFT,May,Tuesday,19,May,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,TO,15,BLK,1142.0,0,1
2360,THEFT,May,Sunday,12,May,Thursday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,KNOWN,MT,28,GRN,950.0,0,4
2361,THEFT,May,Sunday,12,May,Thursday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,UNKNOWN,OT,30,Other,0.0,0,4
2362,THEFT,June,Sunday,12,June,Monday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,UNKNOWN,RG,6,Other,950.0,0,8
2363,THEFT,August,Thursday,13,August,Thursday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,21,Other,950.0,0,0
2364,THEFT,August,Sunday,12,August,Sunday,13,1,Englemount-Lawrence (32),Non-Commerical/Public Areas,Educational,Other,UNKNOWN,OT,1,Other,950.0,0,0
2365,THEFT,August,Sunday,12,August,Sunday,13,1,Englemount-Lawrence (32),Non-Commerical/Public Areas,Educational,NORCO,UNKNOWN,OT,1,Unknown Colour,950.0,0,0
2366,THEFT,September,Sunday,15,September,Monday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,UNKNOWN,EL,50,RED,500.0,0,1
2367,THEFT,December,Thursday,13,December,Friday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,OT,1,BLK,614.0,0,1
2368,THEFT,May,Tuesday,18,May,Friday,32,1,Englemount-Lawrence (32),"Open Areas (Lakes, Parks, Rivers)",Outside,Other,UNKNOWN,MT,1,Other,135.0,0,3
2369,THEFT,June,Tuesday,8,June,Wednesday,32,1,Englemount-Lawrence (32),Non-Commerical/Public Areas,Educational,OT,UNKNOWN,OT,10,Unknown Colour,0.0,0,1
2370,THEFT,June,Tuesday,8,June,Tuesday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,0,Unknown Colour,500.0,0,0
2371,THEFT,June,Tuesday,8,June,Tuesday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,0,Unknown Colour,300.0,0,0
2372,THEFT,July,Wednesday,16,July,Tuesday,32,1,Englemount-Lawrence (32),Commericial / Corporate Areas,Commercial,UK,UNKNOWN,MT,18,Unknown Colour,200.0,0,20
2373,THEFT,August,Tuesday,9,August,Wednesday,32,1,Englemount-Lawrence (32),"Open Areas (Lakes, Parks, Rivers)",Outside,CC,KNOWN,OT,4,WHI,350.0,0,1
2374,THEFT,August,Tuesday,10,August,Tuesday,32,1,Englemount-Lawrence (32),Medical Facilities,Other,NO,KNOWN,MT,21,BLK,575.0,0,0
2375,THEFT,October,Monday,16,October,Thursday,32,1,Englemount-Lawrence (32),Public Transit Hub,Transit,GT,KNOWN,MT,7,BLK,400.0,0,3
2376,THEFT,November,Tuesday,17,November,Friday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,UNKNOWN,MT,6,Other,950.0,0,17
2377,THEFT,November,Wednesday,13,November,Thursday,13,1,Englemount-Lawrence (32),Commericial / Corporate Areas,Commercial,Other,UNKNOWN,RG,10,Unknown Colour,950.0,0,1
2378,THEFT,May,Wednesday,17,June,Tuesday,32,1,Englemount-Lawrence (32),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,UNKNOWN,RG,12,SIL,350.0,0,13
2379,THEFT,August,Friday,19,August,Friday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,KNOWN,MT,9,Other,760.0,0,0
2380,PROPERTY,July,Monday,9,July,Monday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,OT,21,Other,950.0,0,0
2381,B&E,October,Saturday,20,October,Tuesday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,RC,1,Other,1000.0,0,3
2382,THEFT,June,Thursday,18,June,Thursday,32,1,Englemount-Lawrence (32),Non-Commerical/Public Areas,Educational,OT,UNKNOWN,RG,20,BLK,800.0,0,0
2383,THEFT,May,Wednesday,0,May,Wednesday,32,1,Englemount-Lawrence (32),Commericial / Corporate Areas,Commercial,Other,KNOWN,RG,24,Other,400.0,0,14
2384,THEFT,July,Thursday,19,July,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,UNKNOWN,RG,21,BLK,350.0,0,6
2385,B&E,March,Monday,7,April,Sunday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,3,PLE,300.0,0,27
2386,THEFT,November,Monday,8,May,Monday,13,1,Englemount-Lawrence (32),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,UNKNOWN,MT,18,SIL,1100.0,0,189
2387,THEFT,June,Monday,11,June,Monday,32,1,Englemount-Lawrence (32),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,UNKNOWN,MT,5,SIL,80.0,0,0
2388,THEFT,July,Friday,9,July,Saturday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,KNOWN,RG,15,WHI,130.0,0,1
2389,THEFT,July,Monday,22,July,Tuesday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,MT,8,BLU,300.0,0,1
2390,THEFT,July,Wednesday,20,July,Monday,32,1,Englemount-Lawrence (32),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,MT,24,ONG,500.0,0,5
2391,THEFT,July,Sunday,19,July,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,MT,21,Other,150.0,0,3
2392,THEFT,May,Wednesday,16,May,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,UNKNOWN,MT,21,Other,150.0,0,0
2393,THEFT,August,Wednesday,12,August,Friday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,SC,UNKNOWN,MT,21,WHI,300.0,0,2
2394,THEFT,February,Saturday,9,February,Sunday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,MT,21,BLU,400.0,0,1
2395,THEFT,May,Sunday,12,May,Friday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,KNOWN,RG,30,GRN,1000.0,0,5
2396,THEFT,October,Saturday,19,October,Friday,32,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,KNOWN,OT,16,BLK,419.0,0,20
2397,THEFT,January,Friday,15,January,Saturday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,OT,21,BLK,500.0,0,1
2398,THEFT,July,Thursday,9,July,Friday,32,1,Englemount-Lawrence (32),Non-Commerical/Public Areas,Educational,UNKNOWN,UNKNOWN,MT,14,BLU,250.0,0,1
2399,THEFT,September,Sunday,21,September,Monday,13,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,UNKNOWN,MT,21,BLK,950.0,0,1
